"DateTime","Amyotrophic lateral sclerosis[en]","Amyotrophe Lateralsklerose[de]","Sclérose latérale amyotrophique[fr]","Ice Bucket Challenge[en]"
"2016-08-21 00:00:00",1548,578,263,339
"2016-08-22 00:00:00",2470,985,399,499
"2016-08-23 00:00:00",2243,943,379,481
"2016-08-24 00:00:00",2138,972,588,532
"2016-08-25 00:00:00",2075,916,341,552
"2016-08-26 00:00:00",2021,784,359,517
"2016-08-27 00:00:00",1711,492,341,323
"2016-08-28 00:00:00",1700,572,307,351
"2016-08-29 00:00:00",3146,1014,348,530
"2016-08-30 00:00:00",2263,1036,366,474
"2016-08-31 00:00:00",2211,940,338,585
"2016-09-01 00:00:00",1952,905,340,442
"2016-09-02 00:00:00",1899,874,378,399
"2016-09-03 00:00:00",1373,549,263,309
"2016-09-04 00:00:00",1412,664,292,311
"2016-09-05 00:00:00",1887,1081,432,422
"2016-09-06 00:00:00",2442,1028,409,572
"2016-09-07 00:00:00",2362,1021,366,519
"2016-09-08 00:00:00",2477,2713,344,508
"2016-09-09 00:00:00",2397,1452,369,399
"2016-09-10 00:00:00",1529,637,278,317
"2016-09-11 00:00:00",1856,1239,295,351
"2016-09-12 00:00:00",2361,1225,345,459
"2016-09-13 00:00:00",2069,1085,365,474
"2016-09-14 00:00:00",1907,1431,372,484
"2016-09-15 00:00:00",1908,1063,380,429
"2016-09-16 00:00:00",1847,909,388,416
"2016-09-17 00:00:00",1385,685,239,309
"2016-09-18 00:00:00",1734,790,284,280
"2016-09-19 00:00:00",2129,1076,360,505
"2016-09-20 00:00:00",2235,2097,385,460
"2016-09-21 00:00:00",2035,1020,434,486
"2016-09-22 00:00:00",2127,857,335,462
"2016-09-23 00:00:00",2194,901,305,437
"2016-09-24 00:00:00",1597,518,256,316
"2016-09-25 00:00:00",1888,2002,366,489
"2016-09-26 00:00:00",2620,2044,494,549
"2016-09-27 00:00:00",3374,1305,430,522
"2016-09-28 00:00:00",2255,1105,354,504
"2016-09-29 00:00:00",2295,1393,406,463
"2016-09-30 00:00:00",1962,959,326,361
"2016-10-01 00:00:00",1662,937,292,416
"2016-10-02 00:00:00",1501,830,297,358
"2016-10-03 00:00:00",2233,954,352,482
"2016-10-04 00:00:00",2225,1158,358,447
"2016-10-05 00:00:00",2165,1261,384,464
"2016-10-06 00:00:00",2262,1305,486,484
"2016-10-07 00:00:00",1923,1081,378,418
"2016-10-08 00:00:00",1410,884,665,311
"2016-10-09 00:00:00",1585,831,419,350
"2016-10-10 00:00:00",2124,1249,461,492
"2016-10-11 00:00:00",2082,1511,416,451
"2016-10-12 00:00:00",2236,1116,521,496
"2016-10-13 00:00:00",2148,948,400,483
"2016-10-14 00:00:00",1996,842,348,438
"2016-10-15 00:00:00",1413,527,331,265
"2016-10-16 00:00:00",1761,614,315,333
"2016-10-17 00:00:00",2209,1057,391,544
"2016-10-18 00:00:00",2311,948,366,475
"2016-10-19 00:00:00",3207,1144,510,476
"2016-10-20 00:00:00",2338,920,415,448
"2016-10-21 00:00:00",2332,717,329,358
"2016-10-22 00:00:00",1533,519,254,271
"2016-10-23 00:00:00",1688,651,258,357
"2016-10-24 00:00:00",2110,933,581,461
"2016-10-25 00:00:00",2105,884,358,532
"2016-10-26 00:00:00",2132,838,460,480
"2016-10-27 00:00:00",2105,859,341,462
"2016-10-28 00:00:00",1727,855,339,413
"2016-10-29 00:00:00",1329,477,245,292
"2016-10-30 00:00:00",1564,586,316,353
"2016-10-31 00:00:00",2091,756,357,515
"2016-11-01 00:00:00",2218,733,305,509
"2016-11-02 00:00:00",2288,925,520,528
"2016-11-03 00:00:00",2527,753,354,525
"2016-11-04 00:00:00",2270,744,417,441
"2016-11-05 00:00:00",1445,466,333,375
"2016-11-06 00:00:00",1753,692,410,443
"2016-11-07 00:00:00",2291,891,473,1167
"2016-11-08 00:00:00",2202,801,605,675
"2016-11-09 00:00:00",1773,727,461,561
"2016-11-10 00:00:00",2108,835,370,566
"2016-11-11 00:00:00",1890,702,360,544
"2016-11-12 00:00:00",1753,537,328,476
"2016-11-13 00:00:00",1959,634,370,511
"2016-11-14 00:00:00",2723,986,510,728
"2016-11-15 00:00:00",2827,981,462,788
"2016-11-16 00:00:00",2868,1200,471,694
"2016-11-17 00:00:00",2658,1475,611,721
"2016-11-18 00:00:00",2803,1088,733,636
"2016-11-19 00:00:00",1927,710,549,474
"2016-11-20 00:00:00",1988,728,477,408
"2016-11-21 00:00:00",2367,1097,562,685
"2016-11-22 00:00:00",2247,919,501,677
"2016-11-23 00:00:00",2032,912,437,664
"2016-11-24 00:00:00",1709,862,469,510
"2016-11-25 00:00:00",1713,696,410,388
"2016-11-26 00:00:00",1471,555,336,414
"2016-11-27 00:00:00",1729,621,368,448
"2016-11-28 00:00:00",2279,946,508,654
"2016-11-29 00:00:00",2281,1027,471,712
"2016-11-30 00:00:00",2722,883,667,749
"2016-12-01 00:00:00",2824,819,598,588
"2016-12-02 00:00:00",2400,720,764,526
"2016-12-03 00:00:00",2118,740,559,369
"2016-12-04 00:00:00",2216,742,774,384
"2016-12-05 00:00:00",2829,1040,644,531
"2016-12-06 00:00:00",2519,958,486,534
"2016-12-07 00:00:00",2558,1036,445,574
"2016-12-08 00:00:00",2199,829,455,521
"2016-12-09 00:00:00",1972,757,339,448
"2016-12-10 00:00:00",1534,552,304,380
"2016-12-11 00:00:00",1647,677,339,550
"2016-12-12 00:00:00",2301,916,385,612
"2016-12-13 00:00:00",2060,899,343,710
"2016-12-14 00:00:00",2206,906,422,871
"2016-12-15 00:00:00",2000,939,383,513
"2016-12-16 00:00:00",1852,2072,367,413
"2016-12-17 00:00:00",1426,766,270,291
"2016-12-18 00:00:00",1624,741,343,323
"2016-12-19 00:00:00",1959,1098,359,448
"2016-12-20 00:00:00",1951,842,313,373
"2016-12-21 00:00:00",1933,900,338,369
"2016-12-22 00:00:00",1885,708,341,360
"2016-12-23 00:00:00",1559,591,288,296
"2016-12-24 00:00:00",1250,335,221,210
"2016-12-25 00:00:00",1078,396,249,205
"2016-12-26 00:00:00",1651,514,328,209
"2016-12-27 00:00:00",1726,872,314,301
"2016-12-28 00:00:00",1673,837,335,374
"2016-12-29 00:00:00",2074,702,361,369
"2016-12-30 00:00:00",2168,617,295,377
"2016-12-31 00:00:00",1523,441,260,379
"2017-01-01 00:00:00",2104,550,271,296
"2017-01-02 00:00:00",2325,935,368,356
"2017-01-03 00:00:00",2097,989,467,426
"2017-01-04 00:00:00",2155,979,506,429
"2017-01-05 00:00:00",2290,965,446,421
"2017-01-06 00:00:00",2436,1494,330,352
"2017-01-07 00:00:00",1911,880,355,281
"2017-01-08 00:00:00",2594,2240,484,322
"2017-01-09 00:00:00",3620,1851,589,460
"2017-01-10 00:00:00",2812,1540,467,468
"2017-01-11 00:00:00",2616,1227,478,500
"2017-01-12 00:00:00",2652,1012,418,484
"2017-01-13 00:00:00",2529,854,348,451
"2017-01-14 00:00:00",1707,625,308,281
"2017-01-15 00:00:00",1893,669,386,460
"2017-01-16 00:00:00",2266,937,409,495
"2017-01-17 00:00:00",2272,977,438,519
"2017-01-18 00:00:00",2375,818,396,470
"2017-01-19 00:00:00",2313,836,403,516
"2017-01-20 00:00:00",2128,744,387,390
"2017-01-21 00:00:00",1595,494,303,285
"2017-01-22 00:00:00",1834,647,364,320
"2017-01-23 00:00:00",2783,971,416,478
"2017-01-24 00:00:00",2295,1153,407,460
"2017-01-25 00:00:00",2327,954,386,480
"2017-01-26 00:00:00",2370,846,364,454
"2017-01-27 00:00:00",2312,653,329,393
"2017-01-28 00:00:00",1602,504,244,274
"2017-01-29 00:00:00",1827,565,295,341
"2017-01-30 00:00:00",2327,862,330,433
"2017-01-31 00:00:00",2330,924,397,476
"2017-02-01 00:00:00",3467,1049,347,514
"2017-02-02 00:00:00",2595,930,435,500
"2017-02-03 00:00:00",2656,795,423,444
"2017-02-04 00:00:00",2018,554,558,319
"2017-02-05 00:00:00",2021,592,441,361
"2017-02-06 00:00:00",4900,4248,6388,556
"2017-02-07 00:00:00",3653,6901,1877,552
"2017-02-08 00:00:00",2600,1293,729,450
"2017-02-09 00:00:00",2711,1035,570,493
"2017-02-10 00:00:00",2394,856,527,369
"2017-02-11 00:00:00",2068,730,637,294
"2017-02-12 00:00:00",1871,825,1179,4421
"2017-02-13 00:00:00",2912,1337,534,481
"2017-02-14 00:00:00",2457,974,401,479
"2017-02-15 00:00:00",2405,910,505,463
"2017-02-16 00:00:00",2292,797,428,416
"2017-02-17 00:00:00",2061,694,421,379
"2017-02-18 00:00:00",1621,482,302,269
"2017-02-19 00:00:00",1795,680,280,350
"2017-02-20 00:00:00",2206,912,464,428
"2017-02-21 00:00:00",2645,1046,418,490
"2017-02-22 00:00:00",2485,918,402,484
"2017-02-23 00:00:00",2228,852,404,425
"2017-02-24 00:00:00",1973,666,484,367
"2017-02-25 00:00:00",1676,504,336,304
"2017-02-26 00:00:00",1850,633,318,312
"2017-02-27 00:00:00",2246,919,400,407
"2017-02-28 00:00:00",2152,1078,467,415
"2017-03-01 00:00:00",2200,995,419,466
"2017-03-02 00:00:00",2085,1004,347,385
"2017-03-03 00:00:00",1924,769,318,357
"2017-03-04 00:00:00",1456,478,263,309
"2017-03-05 00:00:00",1704,591,320,331
"2017-03-06 00:00:00",2394,909,525,472
"2017-03-07 00:00:00",2913,860,1014,472
"2017-03-08 00:00:00",2725,887,960,392
"2017-03-09 00:00:00",2705,805,680,458
"2017-03-10 00:00:00",2696,745,368,386
"2017-03-11 00:00:00",1707,466,394,294
"2017-03-12 00:00:00",1947,557,416,389
"2017-03-13 00:00:00",2456,793,459,450
"2017-03-14 00:00:00",11353,1134,803,695
"2017-03-15 00:00:00",6328,1005,620,555
"2017-03-16 00:00:00",4070,1022,592,450
"2017-03-17 00:00:00",2638,724,350,466
"2017-03-18 00:00:00",1950,536,360,309
"2017-03-19 00:00:00",2496,641,363,388
"2017-03-20 00:00:00",11017,1108,612,619
"2017-03-21 00:00:00",5150,960,648,577
"2017-03-22 00:00:00",3319,829,645,512
"2017-03-23 00:00:00",3166,751,551,525
"2017-03-24 00:00:00",2725,690,1849,475
"2017-03-25 00:00:00",2196,519,476,271
"2017-03-26 00:00:00",2821,525,354,335
"2017-03-27 00:00:00",3414,812,415,460
"2017-03-28 00:00:00",3207,736,460,462
"2017-03-29 00:00:00",2984,913,434,485
"2017-03-30 00:00:00",2546,1460,357,444
"2017-03-31 00:00:00",2192,1555,427,378
"2017-04-01 00:00:00",1835,656,503,267
"2017-04-02 00:00:00",1918,720,1855,296
"2017-04-03 00:00:00",2526,1090,953,689
"2017-04-04 00:00:00",2432,921,461,443
"2017-04-05 00:00:00",2283,799,459,487
"2017-04-06 00:00:00",2312,844,659,444
"2017-04-07 00:00:00",2089,637,327,359
"2017-04-08 00:00:00",1992,409,294,251
"2017-04-09 00:00:00",1941,498,294,317
"2017-04-10 00:00:00",2698,739,371,415
"2017-04-11 00:00:00",2826,889,414,397
"2017-04-12 00:00:00",2479,720,588,429
"2017-04-13 00:00:00",2264,617,447,442
"2017-04-14 00:00:00",1779,928,329,375
"2017-04-15 00:00:00",1564,513,223,460
"2017-04-16 00:00:00",1721,413,1823,407
"2017-04-17 00:00:00",2254,584,309,462
"2017-04-18 00:00:00",2567,864,341,471
"2017-04-19 00:00:00",2892,925,380,465
"2017-04-20 00:00:00",2551,760,389,413
"2017-04-21 00:00:00",2298,608,331,422
"2017-04-22 00:00:00",6375,785,412,393
"2017-04-23 00:00:00",2549,554,246,402
"2017-04-24 00:00:00",2474,793,343,501
"2017-04-25 00:00:00",2492,825,419,479
"2017-04-26 00:00:00",2351,785,414,472
"2017-04-27 00:00:00",2264,756,375,484
"2017-04-28 00:00:00",1944,568,330,403
"2017-04-29 00:00:00",1420,450,217,291
"2017-04-30 00:00:00",1614,417,226,315
"2017-05-01 00:00:00",2726,617,316,471
"2017-05-02 00:00:00",2474,834,356,476
"2017-05-03 00:00:00",2313,828,362,434
"2017-05-04 00:00:00",2896,786,284,453
"2017-05-05 00:00:00",2480,675,393,426
"2017-05-06 00:00:00",2025,513,887,308
"2017-05-07 00:00:00",2486,994,307,380
"2017-05-08 00:00:00",2860,1202,330,446
"2017-05-09 00:00:00",2792,869,424,422
"2017-05-10 00:00:00",2459,780,362,470
"2017-05-11 00:00:00",2249,796,375,425
"2017-05-12 00:00:00",2087,781,285,361
"2017-05-13 00:00:00",1579,434,247,235
"2017-05-14 00:00:00",1793,488,266,280
"2017-05-15 00:00:00",2475,783,315,381
"2017-05-16 00:00:00",2253,808,313,393
"2017-05-17 00:00:00",2325,699,294,403
"2017-05-18 00:00:00",2213,741,344,416
"2017-05-19 00:00:00",1974,586,329,340
"2017-05-20 00:00:00",1613,403,223,255
"2017-05-21 00:00:00",1636,546,261,284
"2017-05-22 00:00:00",2270,762,326,391
"2017-05-23 00:00:00",2329,1187,341,426
"2017-05-24 00:00:00",2465,1187,323,631
"2017-05-25 00:00:00",2263,513,241,507
"2017-05-26 00:00:00",2252,534,277,521
"2017-05-27 00:00:00",1584,376,185,266
"2017-05-28 00:00:00",1625,456,244,374
"2017-05-29 00:00:00",2061,727,337,389
"2017-05-30 00:00:00",2381,917,314,426
"2017-05-31 00:00:00",2346,745,305,641
"2017-06-01 00:00:00",2328,669,335,477
"2017-06-02 00:00:00",2244,543,342,371
"2017-06-03 00:00:00",1466,349,217,257
"2017-06-04 00:00:00",1647,416,233,305
"2017-06-05 00:00:00",2154,534,305,406
"2017-06-06 00:00:00",2356,764,350,354
"2017-06-07 00:00:00",2431,707,346,369
"2017-06-08 00:00:00",2371,614,327,352
"2017-06-09 00:00:00",2063,589,280,301
"2017-06-10 00:00:00",1448,347,232,217
"2017-06-11 00:00:00",1613,439,226,244
"2017-06-12 00:00:00",2267,723,319,432
"2017-06-13 00:00:00",2304,728,308,366
"2017-06-14 00:00:00",2151,669,306,364
"2017-06-15 00:00:00",2026,479,306,384
"2017-06-16 00:00:00",1820,603,242,322
"2017-06-17 00:00:00",1381,353,181,212
"2017-06-18 00:00:00",1473,483,224,249
"2017-06-19 00:00:00",2733,645,316,370
"2017-06-20 00:00:00",2448,722,314,371
"2017-06-21 00:00:00",2651,655,366,454
"2017-06-22 00:00:00",2514,673,512,450
"2017-06-23 00:00:00",2739,771,320,378
"2017-06-24 00:00:00",1909,454,222,198
"2017-06-25 00:00:00",1456,715,231,226
"2017-06-26 00:00:00",1903,802,319,335
"2017-06-27 00:00:00",2012,819,317,382
"2017-06-28 00:00:00",1957,754,358,373
"2017-06-29 00:00:00",1773,699,296,347
"2017-06-30 00:00:00",1601,525,277,313
"2017-07-01 00:00:00",1386,427,191,343
"2017-07-02 00:00:00",1513,509,290,487
"2017-07-03 00:00:00",2828,1276,510,1337
"2017-07-04 00:00:00",2542,1231,432,576
"2017-07-05 00:00:00",2118,867,318,575
"2017-07-06 00:00:00",2032,797,255,519
"2017-07-07 00:00:00",2036,556,252,416
"2017-07-08 00:00:00",1469,388,199,247
"2017-07-09 00:00:00",1358,427,224,255
"2017-07-10 00:00:00",2186,767,322,333
"2017-07-11 00:00:00",1808,689,332,350
"2017-07-12 00:00:00",1825,707,292,376
"2017-07-13 00:00:00",1740,812,302,391
"2017-07-14 00:00:00",1601,677,213,276
"2017-07-15 00:00:00",1283,386,189,237
"2017-07-16 00:00:00",1295,512,216,269
"2017-07-17 00:00:00",1812,699,625,318
"2017-07-18 00:00:00",1759,637,387,326
"2017-07-19 00:00:00",1765,748,345,308
"2017-07-20 00:00:00",1886,693,295,351
"2017-07-21 00:00:00",1696,546,365,265
"2017-07-22 00:00:00",1635,1416,332,260
"2017-07-23 00:00:00",1551,983,318,280
"2017-07-24 00:00:00",2191,6558,427,332
"2017-07-25 00:00:00",2119,2682,365,306
"2017-07-26 00:00:00",1858,970,321,313
"2017-07-27 00:00:00",1924,748,423,343
"2017-07-28 00:00:00",1742,615,300,284
"2017-07-29 00:00:00",1290,360,238,246
"2017-07-30 00:00:00",1396,392,224,264
"2017-07-31 00:00:00",28584,5680,1896,402
"2017-08-01 00:00:00",32201,7917,17154,421
"2017-08-02 00:00:00",17066,7923,5757,469
"2017-08-03 00:00:00",9671,7086,1658,388
"2017-08-04 00:00:00",5029,1157,1071,413
"2017-08-05 00:00:00",2974,598,694,191
"2017-08-06 00:00:00",2681,842,524,275
"2017-08-07 00:00:00",2887,970,646,364
"2017-08-08 00:00:00",2683,903,507,376
"2017-08-09 00:00:00",2841,762,478,354
"2017-08-10 00:00:00",2426,716,397,414
"2017-08-11 00:00:00",2133,719,386,314
"2017-08-12 00:00:00",1666,417,372,222
"2017-08-13 00:00:00",1674,426,356,246
"2017-08-14 00:00:00",2226,767,402,390
"2017-08-15 00:00:00",2133,657,360,317
"2017-08-16 00:00:00",2304,723,488,375
"2017-08-17 00:00:00",2202,649,413,395
"2017-08-18 00:00:00",2034,560,308,352
"2017-08-19 00:00:00",1721,424,334,253
"2017-08-20 00:00:00",1928,536,299,271
"2017-08-21 00:00:00",2115,779,374,413
"2017-08-22 00:00:00",2141,2014,376,444
"2017-08-23 00:00:00",2080,1683,368,469
"2017-08-24 00:00:00",1901,909,423,454
"2017-08-25 00:00:00",1899,701,405,380
"2017-08-26 00:00:00",1477,447,279,207
"2017-08-27 00:00:00",1764,532,272,309
"2017-08-28 00:00:00",2381,1119,445,388
"2017-08-29 00:00:00",2163,924,339,381
"2017-08-30 00:00:00",1973,743,514,381
"2017-08-31 00:00:00",1848,758,467,475
"2017-09-01 00:00:00",1637,586,442,387
"2017-09-02 00:00:00",1354,718,267,211
"2017-09-03 00:00:00",1390,563,256,295
"2017-09-04 00:00:00",1806,722,423,444
"2017-09-05 00:00:00",2176,681,807,559
"2017-09-06 00:00:00",1922,719,4431,555
"2017-09-07 00:00:00",1863,682,2252,390
"2017-09-08 00:00:00",1863,575,853,382
"2017-09-09 00:00:00",1501,377,470,219
"2017-09-10 00:00:00",1520,460,436,276
"2017-09-11 00:00:00",2020,699,569,406
"2017-09-12 00:00:00",2059,737,504,320
"2017-09-13 00:00:00",1941,660,536,378
"2017-09-14 00:00:00",1851,615,748,439
"2017-09-15 00:00:00",1883,512,543,414
"2017-09-16 00:00:00",1564,390,652,247
"2017-09-17 00:00:00",1444,579,312,285
"2017-09-18 00:00:00",2223,690,1105,447
"2017-09-19 00:00:00",2060,692,717,488
"2017-09-20 00:00:00",2066,637,514,460
"2017-09-21 00:00:00",2008,607,447,427
"2017-09-22 00:00:00",2227,529,352,365
"2017-09-23 00:00:00",2084,407,310,306
"2017-09-24 00:00:00",1943,419,311,401
"2017-09-25 00:00:00",2262,732,401,511
"2017-09-26 00:00:00",2421,673,417,543
"2017-09-27 00:00:00",2399,626,372,450
"2017-09-28 00:00:00",2489,621,401,524
"2017-09-29 00:00:00",2255,580,328,490
"2017-09-30 00:00:00",1579,335,329,289
"2017-10-01 00:00:00",1854,358,344,338
"2017-10-02 00:00:00",2441,565,5730,399
"2017-10-03 00:00:00",2261,686,1558,478
"2017-10-04 00:00:00",2094,723,766,465
"2017-10-05 00:00:00",2143,614,566,345
"2017-10-06 00:00:00",2020,530,428,332
"2017-10-07 00:00:00",1458,394,391,239
"2017-10-08 00:00:00",1683,429,364,265
"2017-10-09 00:00:00",2202,638,419,417
"2017-10-10 00:00:00",2319,701,487,433
"2017-10-11 00:00:00",2579,612,570,434
"2017-10-12 00:00:00",2500,629,424,436
"2017-10-13 00:00:00",2301,1044,314,349
"2017-10-14 00:00:00",1638,710,278,251
"2017-10-15 00:00:00",1849,503,349,350
"2017-10-16 00:00:00",2407,863,439,493
"2017-10-17 00:00:00",2201,755,433,422
"2017-10-18 00:00:00",2307,681,445,485
"2017-10-19 00:00:00",2406,631,397,436
"2017-10-20 00:00:00",2233,602,367,388
"2017-10-21 00:00:00",1969,399,255,287
"2017-10-22 00:00:00",2888,539,394,351
"2017-10-23 00:00:00",4578,787,544,490
"2017-10-24 00:00:00",4738,951,516,511
"2017-10-25 00:00:00",3439,768,450,456
"2017-10-26 00:00:00",2319,636,372,439
"2017-10-27 00:00:00",2080,574,341,382
"2017-10-28 00:00:00",1465,326,221,265
"2017-10-29 00:00:00",1737,449,302,309
"2017-10-30 00:00:00",2272,530,291,437
"2017-10-31 00:00:00",2161,481,278,429
"2017-11-01 00:00:00",2220,594,275,439
"2017-11-02 00:00:00",2325,654,372,463
"2017-11-03 00:00:00",2325,564,318,531
"2017-11-04 00:00:00",1535,349,226,340
"2017-11-05 00:00:00",1728,501,292,402
"2017-11-06 00:00:00",3596,818,437,587
"2017-11-07 00:00:00",3626,759,443,581
"2017-11-08 00:00:00",2794,730,358,575
"2017-11-09 00:00:00",2320,1004,363,467
"2017-11-10 00:00:00",2058,946,383,405
"2017-11-11 00:00:00",1484,525,277,279
"2017-11-12 00:00:00",1716,584,322,329
"2017-11-13 00:00:00",2265,687,493,494
"2017-11-14 00:00:00",2456,739,415,501
"2017-11-15 00:00:00",2202,795,424,502
"2017-11-16 00:00:00",2483,901,454,492
"2017-11-17 00:00:00",2085,714,366,392
"2017-11-18 00:00:00",1676,469,264,291
"2017-11-19 00:00:00",1993,605,308,304
"2017-11-20 00:00:00",2597,703,700,536
"2017-11-21 00:00:00",2069,738,486,484
"2017-11-22 00:00:00",2984,773,446,854
"2017-11-23 00:00:00",2465,743,366,345
"2017-11-24 00:00:00",1896,579,330,336
"2017-11-25 00:00:00",1731,406,270,278
"2017-11-26 00:00:00",1806,570,285,346
"2017-11-27 00:00:00",2557,670,427,550
"2017-11-28 00:00:00",2438,657,462,569
"2017-11-29 00:00:00",3159,693,413,812
"2017-11-30 00:00:00",4291,993,465,2073
"2017-12-01 00:00:00",2428,1566,354,1406
"2017-12-02 00:00:00",1591,508,259,512
"2017-12-03 00:00:00",1705,522,296,578
"2017-12-04 00:00:00",2316,794,405,668
"2017-12-05 00:00:00",2416,706,353,644
"2017-12-06 00:00:00",2271,701,331,504
"2017-12-07 00:00:00",2395,515,336,494
"2017-12-08 00:00:00",2061,505,363,436
"2017-12-09 00:00:00",1823,382,270,300
"2017-12-10 00:00:00",1926,573,553,396
"2017-12-11 00:00:00",2515,732,2304,517
"2017-12-12 00:00:00",2353,696,1016,440
"2017-12-13 00:00:00",2057,645,497,426
"2017-12-14 00:00:00",2393,624,383,385
"2017-12-15 00:00:00",2335,569,341,322
"2017-12-16 00:00:00",1526,394,257,228
"2017-12-17 00:00:00",1549,478,264,256
"2017-12-18 00:00:00",2270,630,356,404
"2017-12-19 00:00:00",2035,736,339,329
"2017-12-20 00:00:00",2148,710,344,356
"2017-12-21 00:00:00",2058,668,316,273
"2017-12-22 00:00:00",1728,506,314,217
"2017-12-23 00:00:00",1323,402,212,183
"2017-12-24 00:00:00",1250,320,142,172
"2017-12-25 00:00:00",1319,262,193,172
"2017-12-26 00:00:00",1554,357,249,238
"2017-12-27 00:00:00",1938,495,257,263
"2017-12-28 00:00:00",1942,521,317,242
"2017-12-29 00:00:00",1936,502,387,270
"2017-12-30 00:00:00",1742,413,344,217
"2017-12-31 00:00:00",2052,350,257,225
"2018-01-01 00:00:00",1456,425,436,210
"2018-01-02 00:00:00",1916,681,441,295
"2018-01-03 00:00:00",1946,717,787,293
"2018-01-04 00:00:00",1881,712,538,371
"2018-01-05 00:00:00",1775,731,413,353
"2018-01-06 00:00:00",1606,430,275,255
"2018-01-07 00:00:00",1577,571,308,271
"2018-01-08 00:00:00",2243,955,461,358
"2018-01-09 00:00:00",2295,924,395,351
"2018-01-10 00:00:00",2477,857,807,415
"2018-01-11 00:00:00",2526,1677,530,489
"2018-01-12 00:00:00",2209,862,454,321
"2018-01-13 00:00:00",1598,783,305,280
"2018-01-14 00:00:00",1647,708,259,310
"2018-01-15 00:00:00",2194,963,422,394
"2018-01-16 00:00:00",2127,858,383,379
"2018-01-17 00:00:00",2884,1002,376,479
"2018-01-18 00:00:00",2205,953,402,452
"2018-01-19 00:00:00",2121,734,368,458
"2018-01-20 00:00:00",1518,527,295,282
"2018-01-21 00:00:00",1920,680,395,322
"2018-01-22 00:00:00",2463,975,431,453
"2018-01-23 00:00:00",2279,968,476,487
"2018-01-24 00:00:00",2090,970,413,506
"2018-01-25 00:00:00",2200,903,352,535
"2018-01-26 00:00:00",1905,771,306,434
"2018-01-27 00:00:00",1435,479,242,287
"2018-01-28 00:00:00",1656,896,303,338
"2018-01-29 00:00:00",2212,897,391,481
"2018-01-30 00:00:00",2351,975,396,472
"2018-01-31 00:00:00",2218,2003,389,459
"2018-02-01 00:00:00",2552,1132,432,431
"2018-02-02 00:00:00",2355,878,367,365
"2018-02-03 00:00:00",1677,561,221,326
"2018-02-04 00:00:00",1797,653,312,312
"2018-02-05 00:00:00",2218,873,428,449
"2018-02-06 00:00:00",2326,867,1036,455
"2018-02-07 00:00:00",2112,786,746,471
"2018-02-08 00:00:00",2118,745,493,476
"2018-02-09 00:00:00",2047,643,1069,441
"2018-02-10 00:00:00",1497,427,726,312
"2018-02-11 00:00:00",1640,560,385,310
"2018-02-12 00:00:00",2111,848,477,419
"2018-02-13 00:00:00",2043,743,374,399
"2018-02-14 00:00:00",2005,857,311,428
"2018-02-15 00:00:00",1959,713,388,376
"2018-02-16 00:00:00",1728,617,334,291
"2018-02-17 00:00:00",1357,549,290,217
"2018-02-18 00:00:00",1688,663,296,253
"2018-02-19 00:00:00",2026,1040,335,417
"2018-02-20 00:00:00",2224,1260,343,481
"2018-02-21 00:00:00",1920,993,397,410
"2018-02-22 00:00:00",1912,893,317,388
"2018-02-23 00:00:00",1803,1001,304,371
"2018-02-24 00:00:00",1275,849,245,272
"2018-02-25 00:00:00",1567,606,271,286
"2018-02-26 00:00:00",2162,874,465,402
"2018-02-27 00:00:00",2269,828,327,380
"2018-02-28 00:00:00",2260,804,439,389
"2018-03-01 00:00:00",2362,728,398,436
"2018-03-02 00:00:00",1998,666,293,350
"2018-03-03 00:00:00",1526,462,262,291
"2018-03-04 00:00:00",1717,525,321,306
"2018-03-05 00:00:00",3670,821,395,424
"2018-03-06 00:00:00",2537,998,315,336
"2018-03-07 00:00:00",2068,852,409,399
"2018-03-08 00:00:00",2514,888,446,398
"2018-03-09 00:00:00",3425,971,533,396
"2018-03-10 00:00:00",3293,843,439,322
"2018-03-11 00:00:00",3291,908,469,331
"2018-03-12 00:00:00",3403,1100,470,456
"2018-03-13 00:00:00",2995,994,418,462
"2018-03-14 00:00:00",72536,24807,14064,3756
"2018-03-15 00:00:00",20943,7488,4677,1598
"2018-03-16 00:00:00",8457,4232,2620,823
"2018-03-17 00:00:00",6644,2275,1488,581
"2018-03-18 00:00:00",4875,1758,1414,494
"2018-03-19 00:00:00",5288,1732,1279,631
"2018-03-20 00:00:00",4254,1620,988,581
"2018-03-21 00:00:00",3884,1587,1115,533
"2018-03-22 00:00:00",3468,1230,830,508
"2018-03-23 00:00:00",2920,897,609,403
"2018-03-24 00:00:00",2183,719,391,355
"2018-03-25 00:00:00",2401,653,647,384
"2018-03-26 00:00:00",2863,1003,617,408
"2018-03-27 00:00:00",3017,893,541,393
"2018-03-28 00:00:00",2484,798,468,369
"2018-03-29 00:00:00",2131,737,410,330
"2018-03-30 00:00:00",1839,558,392,308
"2018-03-31 00:00:00",1882,571,368,220
"2018-04-01 00:00:00",1867,684,347,296
"2018-04-02 00:00:00",2176,629,422,406
"2018-04-03 00:00:00",2281,829,422,442
"2018-04-04 00:00:00",2219,824,439,423
"2018-04-05 00:00:00",2252,833,366,408
"2018-04-06 00:00:00",1995,673,353,370
"2018-04-07 00:00:00",1412,393,252,273
"2018-04-08 00:00:00",1879,490,311,295
"2018-04-09 00:00:00",2432,764,497,471
"2018-04-10 00:00:00",2305,792,404,457
"2018-04-11 00:00:00",2080,810,354,386
