"DateTime","Amyotrophic lateral sclerosis[en]","Amyotrophe Lateralsklerose[de]","Sclérose latérale amyotrophique[fr]","Ice Bucket Challenge[en]"
"2012-07-02 00:00:00",8277,2244,664,0
"2012-07-03 00:00:00",7499,2223,534,0
"2012-07-04 00:00:00",9375,1884,376,0
"2012-07-05 00:00:00",9476,1901,446,0
"2012-07-06 00:00:00",8367,1528,484,0
"2012-07-07 00:00:00",8760,1123,213,0
"2012-07-08 00:00:00",7244,1314,265,0
"2012-07-09 00:00:00",7814,2276,215,0
"2012-07-10 00:00:00",10884,1841,367,0
"2012-07-11 00:00:00",10108,1801,375,0
"2012-07-12 00:00:00",6980,1766,591,0
"2012-07-13 00:00:00",6898,2368,414,0
"2012-07-14 00:00:00",6375,1376,532,0
"2012-07-15 00:00:00",6190,1563,222,0
"2012-07-16 00:00:00",7085,2119,407,0
"2012-07-17 00:00:00",14120,1873,407,0
"2012-07-18 00:00:00",11549,1680,551,0
"2012-07-19 00:00:00",11612,1791,493,0
"2012-07-20 00:00:00",10939,1407,485,0
"2012-07-21 00:00:00",11551,1030,271,0
"2012-07-22 00:00:00",9484,1207,396,0
"2012-07-23 00:00:00",15871,1427,396,0
"2012-07-24 00:00:00",32345,1493,497,0
"2012-07-25 00:00:00",8024,1525,592,0
"2012-07-26 00:00:00",8723,1391,513,0
"2012-07-27 00:00:00",6360,1330,453,0
"2012-07-28 00:00:00",4919,1227,381,0
"2012-07-29 00:00:00",4935,1416,411,0
"2012-07-30 00:00:00",6407,1639,664,0
"2012-07-31 00:00:00",13327,2189,589,0
"2012-08-01 00:00:00",5963,1682,442,0
"2012-08-02 00:00:00",5493,4439,486,0
"2012-08-03 00:00:00",4863,2019,157,0
"2012-08-04 00:00:00",4365,1609,283,0
"2012-08-05 00:00:00",4979,1436,402,0
"2012-08-06 00:00:00",6328,1697,416,0
"2012-08-07 00:00:00",6266,1787,279,0
"2012-08-08 00:00:00",7197,1594,387,0
"2012-08-09 00:00:00",5721,1498,243,0
"2012-08-10 00:00:00",5602,1301,499,0
"2012-08-11 00:00:00",4892,1023,382,0
"2012-08-12 00:00:00",4732,1053,199,0
"2012-08-13 00:00:00",13249,1566,357,0
"2012-08-14 00:00:00",9955,1730,619,0
"2012-08-15 00:00:00",10614,1483,336,0
"2012-08-16 00:00:00",7296,1410,451,0
"2012-08-17 00:00:00",7156,1293,400,0
"2012-08-18 00:00:00",5506,1021,469,0
"2012-08-19 00:00:00",5841,1093,237,0
"2012-08-20 00:00:00",6948,2106,431,0
"2012-08-21 00:00:00",6616,1850,381,0
"2012-08-22 00:00:00",8336,1829,636,0
"2012-08-23 00:00:00",6431,1699,272,0
"2012-08-24 00:00:00",6899,1424,467,0
"2012-08-25 00:00:00",6478,1050,421,0
"2012-08-26 00:00:00",8926,1216,390,0
"2012-08-27 00:00:00",8161,1939,445,0
"2012-08-28 00:00:00",7210,4084,240,0
"2012-08-29 00:00:00",8310,2525,210,0
"2012-08-30 00:00:00",7698,2180,777,0
"2012-08-31 00:00:00",6206,1753,459,0
"2012-09-01 00:00:00",5195,2202,408,0
"2012-09-02 00:00:00",5842,1464,373,0
"2012-09-03 00:00:00",6779,1664,339,0
"2012-09-04 00:00:00",6571,1527,376,0
"2012-09-05 00:00:00",6525,1898,440,0
"2012-09-06 00:00:00",6965,4449,403,0
"2012-09-07 00:00:00",9396,1812,263,0
"2012-09-08 00:00:00",5701,1578,298,0
"2012-09-09 00:00:00",6608,1708,127,0
"2012-09-10 00:00:00",6934,2710,350,0
"2012-09-11 00:00:00",6489,2214,468,0
"2012-09-12 00:00:00",6851,2036,478,0
"2012-09-13 00:00:00",6467,5974,536,0
"2012-09-14 00:00:00",6296,2155,446,0
"2012-09-15 00:00:00",5203,1288,435,0
"2012-09-16 00:00:00",5786,1371,436,0
"2012-09-17 00:00:00",7545,1819,776,0
"2012-09-18 00:00:00",6635,1857,571,0
"2012-09-19 00:00:00",6388,1729,264,0
"2012-09-20 00:00:00",5775,1666,598,0
"2012-09-21 00:00:00",5708,1553,379,0
"2012-09-22 00:00:00",7284,1177,238,0
"2012-09-23 00:00:00",4934,1317,219,0
"2012-09-24 00:00:00",6323,1821,346,0
"2012-09-25 00:00:00",6361,1813,468,0
"2012-09-26 00:00:00",7300,1661,1234,0
"2012-09-27 00:00:00",6734,1553,340,0
"2012-09-28 00:00:00",6022,1639,420,0
"2012-09-29 00:00:00",5228,1117,354,0
"2012-09-30 00:00:00",5648,1245,293,0
"2012-10-01 00:00:00",6604,1514,369,0
"2012-10-02 00:00:00",6681,1515,274,0
"2012-10-03 00:00:00",6616,1349,1642,0
"2012-10-04 00:00:00",6414,1490,233,0
"2012-10-05 00:00:00",6875,1344,113,0
"2012-10-06 00:00:00",8217,1055,341,0
"2012-10-07 00:00:00",6630,1237,216,0
"2012-10-08 00:00:00",8549,1586,344,0
"2012-10-09 00:00:00",7050,1592,556,0
"2012-10-10 00:00:00",7177,2037,396,0
"2012-10-11 00:00:00",6531,1746,1551,0
"2012-10-12 00:00:00",8209,1914,511,0
"2012-10-13 00:00:00",6884,1342,304,0
"2012-10-14 00:00:00",6268,1341,382,0
"2012-10-15 00:00:00",6755,1700,394,0
"2012-10-16 00:00:00",6319,1578,543,0
"2012-10-17 00:00:00",6424,1711,333,0
"2012-10-18 00:00:00",6206,1664,321,0
"2012-10-19 00:00:00",5454,1446,173,0
"2012-10-20 00:00:00",5801,1140,256,0
"2012-10-21 00:00:00",5354,1533,307,0
"2012-10-22 00:00:00",6499,1744,283,0
"2012-10-23 00:00:00",5527,2529,510,0
"2012-10-24 00:00:00",6317,1831,591,0
"2012-10-25 00:00:00",5645,1667,618,0
"2012-10-26 00:00:00",5154,1412,250,0
"2012-10-27 00:00:00",4180,1130,235,0
"2012-10-28 00:00:00",4979,1263,305,0
"2012-10-29 00:00:00",5579,1523,326,0
"2012-10-30 00:00:00",5649,1604,358,0
"2012-10-31 00:00:00",5596,1879,243,0
"2012-11-01 00:00:00",5380,1616,535,0
"2012-11-02 00:00:00",6181,1555,178,0
"2012-11-03 00:00:00",5436,1256,236,0
"2012-11-04 00:00:00",5700,1489,207,0
"2012-11-05 00:00:00",6588,1890,428,0
"2012-11-06 00:00:00",17035,1944,497,0
"2012-11-07 00:00:00",5943,1663,250,0
"2012-11-08 00:00:00",6545,1683,393,0
"2012-11-09 00:00:00",6675,2119,540,0
"2012-11-10 00:00:00",6282,1623,154,0
"2012-11-11 00:00:00",6471,1723,419,0
"2012-11-12 00:00:00",6853,2028,385,0
"2012-11-13 00:00:00",6891,1865,281,0
"2012-11-14 00:00:00",6897,1989,329,0
"2012-11-15 00:00:00",6391,2547,290,0
"2012-11-16 00:00:00",5720,1575,270,0
"2012-11-17 00:00:00",6854,1278,288,0
"2012-11-18 00:00:00",5498,1606,284,0
"2012-11-19 00:00:00",6519,11794,471,0
"2012-11-20 00:00:00",6385,13066,1434,0
"2012-11-21 00:00:00",5991,5284,1387,0
"2012-11-22 00:00:00",5441,2986,1503,0
"2012-11-23 00:00:00",5140,2352,1296,0
"2012-11-24 00:00:00",5112,1453,1459,0
"2012-11-25 00:00:00",5355,1867,1269,0
"2012-11-26 00:00:00",5993,2164,1602,0
"2012-11-27 00:00:00",15173,1983,1490,0
"2012-11-28 00:00:00",7006,3026,1422,0
"2012-11-29 00:00:00",7741,2420,2576,0
"2012-11-30 00:00:00",5663,2008,23455,0
"2012-12-01 00:00:00",4615,1599,1320,0
"2012-12-02 00:00:00",5456,1668,1437,0
"2012-12-03 00:00:00",5940,2068,1542,0
"2012-12-04 00:00:00",6733,2776,1328,0
"2012-12-05 00:00:00",7184,2163,1475,0
"2012-12-06 00:00:00",6051,1646,1355,0
"2012-12-07 00:00:00",6310,1420,1831,0
"2012-12-08 00:00:00",6022,1188,1283,0
"2012-12-09 00:00:00",6275,1496,1271,0
"2012-12-10 00:00:00",7598,1866,1504,0
"2012-12-11 00:00:00",6839,1786,1331,0
"2012-12-12 00:00:00",6598,2001,1234,0
"2012-12-13 00:00:00",6379,1705,1407,0
"2012-12-14 00:00:00",5662,1409,1326,0
"2012-12-15 00:00:00",4846,1358,848,0
"2012-12-16 00:00:00",5774,1434,1276,0
"2012-12-17 00:00:00",5931,1772,1336,0
"2012-12-18 00:00:00",5486,1890,1453,0
"2012-12-19 00:00:00",5525,1669,1432,0
"2012-12-20 00:00:00",4884,1384,1221,0
"2012-12-21 00:00:00",4507,1250,1118,0
"2012-12-22 00:00:00",4188,1072,1045,0
"2012-12-23 00:00:00",4787,1420,976,0
"2012-12-24 00:00:00",4463,1014,940,0
"2012-12-25 00:00:00",4072,1213,854,0
"2012-12-26 00:00:00",5348,1610,1569,0
"2012-12-27 00:00:00",5380,2445,1501,0
"2012-12-28 00:00:00",5180,1695,1127,0
"2012-12-29 00:00:00",4324,1672,1113,0
"2012-12-30 00:00:00",4650,1478,1118,0
"2012-12-31 00:00:00",4566,1059,866,0
"2013-01-01 00:00:00",4940,1518,1086,0
"2013-01-02 00:00:00",5843,1990,1412,0
"2013-01-03 00:00:00",6473,1820,1462,0
"2013-01-04 00:00:00",6931,1998,1482,0
"2013-01-05 00:00:00",4816,1330,1262,0
"2013-01-06 00:00:00",9312,1651,1530,0
"2013-01-07 00:00:00",6655,1886,1259,0
"2013-01-08 00:00:00",7058,1877,1587,0
"2013-01-09 00:00:00",6870,1933,1518,0
"2013-01-10 00:00:00",6825,1986,1456,0
"2013-01-11 00:00:00",7046,2009,1371,0
"2013-01-12 00:00:00",5661,1552,1329,0
"2013-01-13 00:00:00",5173,1598,1271,0
"2013-01-14 00:00:00",6290,2287,1152,0
"2013-01-15 00:00:00",8493,2588,2157,0
"2013-01-16 00:00:00",7584,2942,1867,0
"2013-01-17 00:00:00",6624,2122,1495,0
"2013-01-18 00:00:00",6154,1677,1377,0
"2013-01-19 00:00:00",5894,1230,1121,0
"2013-01-20 00:00:00",6488,1563,3352,0
"2013-01-21 00:00:00",31609,2291,1532,0
"2013-01-22 00:00:00",8781,2429,1418,0
"2013-01-23 00:00:00",7328,2320,1588,0
"2013-01-24 00:00:00",7265,1925,1471,0
"2013-01-25 00:00:00",7852,1715,1439,0
"2013-01-26 00:00:00",7332,1425,1077,0
"2013-01-27 00:00:00",7159,1725,1702,0
"2013-01-28 00:00:00",8335,2226,1437,0
"2013-01-29 00:00:00",6485,2343,1678,0
"2013-01-30 00:00:00",7362,2523,1713,0
"2013-01-31 00:00:00",8060,2136,1623,0
"2013-02-01 00:00:00",7345,1802,1684,0
"2013-02-02 00:00:00",5893,1610,1379,0
"2013-02-03 00:00:00",15986,1874,2762,0
"2013-02-04 00:00:00",24977,2197,1798,0
"2013-02-05 00:00:00",8945,2056,2017,0
"2013-02-06 00:00:00",6808,2046,1423,0
"2013-02-07 00:00:00",6405,2051,1226,0
"2013-02-08 00:00:00",7389,1678,1325,0
"2013-02-09 00:00:00",5647,1309,1154,0
"2013-02-10 00:00:00",5262,1646,1230,0
"2013-02-11 00:00:00",6158,2001,1404,0
"2013-02-12 00:00:00",5847,2306,1317,0
"2013-02-13 00:00:00",5878,16424,1315,0
"2013-02-14 00:00:00",5479,3587,1274,0
"2013-02-15 00:00:00",5299,2000,1273,0
"2013-02-16 00:00:00",4886,1784,1009,0
"2013-02-17 00:00:00",5127,1692,1116,0
"2013-02-18 00:00:00",5930,2184,1178,0
"2013-02-19 00:00:00",10663,2065,2330,0
"2013-02-20 00:00:00",7533,1828,1375,0
"2013-02-21 00:00:00",6449,1962,1261,0
"2013-02-22 00:00:00",5673,1683,1076,0
"2013-02-23 00:00:00",5076,1299,788,0
"2013-02-24 00:00:00",6131,1591,967,0
"2013-02-25 00:00:00",7334,2901,1100,0
"2013-02-26 00:00:00",8076,3721,1250,0
"2013-02-27 00:00:00",8219,1959,1150,0
"2013-02-28 00:00:00",6288,1950,1427,0
"2013-03-01 00:00:00",5536,1679,1063,0
"2013-03-02 00:00:00",4709,1231,763,0
"2013-03-03 00:00:00",5224,1428,805,0
"2013-03-04 00:00:00",6612,1979,925,0
"2013-03-05 00:00:00",6480,1750,1036,0
"2013-03-06 00:00:00",7814,1716,1069,0
"2013-03-07 00:00:00",6429,1723,973,0
"2013-03-08 00:00:00",5607,1615,955,0
"2013-03-09 00:00:00",5379,1358,925,0
"2013-03-10 00:00:00",6786,1414,1213,0
"2013-03-11 00:00:00",6929,1755,1074,0
"2013-03-12 00:00:00",7328,1699,1048,0
"2013-03-13 00:00:00",7107,1634,1107,0
"2013-03-14 00:00:00",6617,1879,1080,0
"2013-03-15 00:00:00",19642,1796,1103,0
"2013-03-16 00:00:00",13935,1133,957,0
"2013-03-17 00:00:00",11369,1511,1102,0
"2013-03-18 00:00:00",9195,1931,1303,0
"2013-03-19 00:00:00",8904,1770,1606,0
"2013-03-20 00:00:00",7742,1743,1449,0
"2013-03-21 00:00:00",7240,1886,1240,0
"2013-03-22 00:00:00",6862,1729,1263,0
"2013-03-23 00:00:00",6967,1024,1085,0
"2013-03-24 00:00:00",7375,1226,1104,0
"2013-03-25 00:00:00",8553,1471,1522,0
"2013-03-26 00:00:00",7541,1524,1421,0
"2013-03-27 00:00:00",6812,1521,1240,0
"2013-03-28 00:00:00",7319,1289,1291,0
"2013-03-29 00:00:00",7306,1302,1194,0
"2013-03-30 00:00:00",5640,1013,848,0
"2013-03-31 00:00:00",6243,982,833,0
"2013-04-01 00:00:00",7892,1268,899,0
"2013-04-02 00:00:00",8038,1602,1259,0
"2013-04-03 00:00:00",7165,1646,1246,0
"2013-04-04 00:00:00",6653,1467,1164,0
"2013-04-05 00:00:00",6073,1331,1171,0
"2013-04-06 00:00:00",4952,1323,1100,0
"2013-04-07 00:00:00",5827,1320,1058,0
"2013-04-08 00:00:00",7008,1666,1214,0
"2013-04-09 00:00:00",11540,1721,1287,0
"2013-04-10 00:00:00",9171,2091,1303,0
"2013-04-11 00:00:00",8416,1759,1428,0
"2013-04-12 00:00:00",8226,1494,1197,0
"2013-04-13 00:00:00",5599,1113,918,0
"2013-04-14 00:00:00",6527,1088,900,0
"2013-04-15 00:00:00",7113,1540,1167,0
"2013-04-16 00:00:00",25507,1590,1216,0
"2013-04-17 00:00:00",7464,1590,1105,0
"2013-04-18 00:00:00",7834,7271,1163,0
"2013-04-19 00:00:00",6118,2377,1038,0
"2013-04-20 00:00:00",5047,1383,941,0
"2013-04-21 00:00:00",5566,1491,1087,0
"2013-04-22 00:00:00",8262,1706,1143,0
"2013-04-23 00:00:00",8176,1717,982,0
"2013-04-24 00:00:00",6740,1421,943,0
"2013-04-25 00:00:00",6302,1451,931,0
"2013-04-26 00:00:00",6281,4153,1021,0
"2013-04-27 00:00:00",17563,1753,882,0
"2013-04-28 00:00:00",5256,2531,1162,0
"2013-04-29 00:00:00",8864,1847,1000,0
"2013-04-30 00:00:00",7197,1717,1207,0
"2013-05-01 00:00:00",8450,1468,957,0
"2013-05-02 00:00:00",6980,1563,1031,0
"2013-05-03 00:00:00",7427,2410,2434,0
"2013-05-04 00:00:00",6076,6009,2101,0
"2013-05-05 00:00:00",7078,4033,902,0
"2013-05-06 00:00:00",7547,6539,1332,0
"2013-05-07 00:00:00",6941,1864,947,0
"2013-05-08 00:00:00",8226,2042,1332,0
"2013-05-09 00:00:00",7796,2192,1041,0
"2013-05-10 00:00:00",6019,1472,858,0
"2013-05-11 00:00:00",4640,1224,690,0
"2013-05-12 00:00:00",5062,1337,760,0
"2013-05-13 00:00:00",6794,1765,1292,0
"2013-05-14 00:00:00",6400,1752,1020,0
"2013-05-15 00:00:00",6278,1661,944,0
"2013-05-16 00:00:00",6270,1682,887,0
"2013-05-17 00:00:00",5940,1431,821,0
"2013-05-18 00:00:00",4293,1020,592,0
"2013-05-19 00:00:00",5690,1825,700,0
"2013-05-20 00:00:00",6065,2037,792,0
"2013-05-21 00:00:00",5919,1690,839,0
"2013-05-22 00:00:00",5847,1673,991,0
"2013-05-23 00:00:00",6508,1803,941,0
"2013-05-24 00:00:00",5744,1459,1093,0
"2013-05-25 00:00:00",3948,1036,733,0
"2013-05-26 00:00:00",4602,1262,731,0
"2013-05-27 00:00:00",10132,2107,941,0
"2013-05-28 00:00:00",10970,2024,1044,0
"2013-05-29 00:00:00",7360,1782,1004,0
"2013-05-30 00:00:00",5952,1512,1156,0
"2013-05-31 00:00:00",5572,1364,806,0
"2013-06-01 00:00:00",4411,1234,766,0
"2013-06-02 00:00:00",5699,1344,789,0
"2013-06-03 00:00:00",6510,1738,944,0
"2013-06-04 00:00:00",6365,1590,936,0
"2013-06-05 00:00:00",6176,1545,948,0
"2013-06-06 00:00:00",6237,1515,1040,0
"2013-06-07 00:00:00",5519,1249,769,0
"2013-06-08 00:00:00",4912,877,682,0
"2013-06-09 00:00:00",9077,2822,957,0
"2013-06-10 00:00:00",7812,4133,1066,0
"2013-06-11 00:00:00",6877,2613,991,0
"2013-06-12 00:00:00",5966,1777,930,0
"2013-06-13 00:00:00",6938,1620,1323,0
"2013-06-14 00:00:00",5701,1416,1231,0
"2013-06-15 00:00:00",4018,1055,547,0
"2013-06-16 00:00:00",4550,1185,539,0
"2013-06-17 00:00:00",9494,1581,836,0
"2013-06-18 00:00:00",20047,1737,358,0
"2013-06-19 00:00:00",10309,1634,246,0
"2013-06-20 00:00:00",6284,1743,234,0
"2013-06-21 00:00:00",5655,1421,205,0
"2013-06-22 00:00:00",5340,1020,247,0
"2013-06-23 00:00:00",4789,1350,197,0
"2013-06-24 00:00:00",5215,1833,201,0
"2013-06-25 00:00:00",4952,1831,157,0
"2013-06-26 00:00:00",5268,1725,182,0
"2013-06-27 00:00:00",8519,2648,846,0
"2013-06-28 00:00:00",7517,2475,898,0
"2013-06-29 00:00:00",4765,1714,469,0
"2013-06-30 00:00:00",4723,1726,304,0
"2013-07-01 00:00:00",6606,1889,551,0
"2013-07-02 00:00:00",7114,1904,840,0
"2013-07-03 00:00:00",5784,1949,892,0
"2013-07-04 00:00:00",5369,1632,730,0
"2013-07-05 00:00:00",4881,1363,582,0
"2013-07-06 00:00:00",3728,938,421,0
"2013-07-07 00:00:00",4333,1096,454,0
"2013-07-08 00:00:00",5762,1568,718,0
"2013-07-09 00:00:00",6361,1692,707,0
"2013-07-10 00:00:00",5807,1777,792,0
"2013-07-11 00:00:00",5344,1887,786,0
"2013-07-12 00:00:00",4615,1395,669,0
"2013-07-13 00:00:00",3784,1010,546,0
"2013-07-14 00:00:00",5617,1185,524,0
"2013-07-15 00:00:00",5676,1627,701,0
"2013-07-16 00:00:00",5847,1617,731,0
"2013-07-17 00:00:00",5130,2437,739,0
"2013-07-18 00:00:00",5022,1515,710,0
"2013-07-19 00:00:00",4460,1191,700,0
"2013-07-20 00:00:00",4355,867,468,0
"2013-07-21 00:00:00",4184,976,537,0
"2013-07-22 00:00:00",5119,1373,877,0
"2013-07-23 00:00:00",4723,1040,538,0
"2013-07-24 00:00:00",2387,487,791,0
"2013-07-25 00:00:00",6044,1186,901,0
"2013-07-26 00:00:00",5785,1066,612,0
"2013-07-27 00:00:00",4740,683,465,0
"2013-07-28 00:00:00",4550,1123,511,0
"2013-07-29 00:00:00",4849,1420,641,0
"2013-07-30 00:00:00",4772,1363,734,0
"2013-07-31 00:00:00",4495,1311,653,0
"2013-08-01 00:00:00",4443,1074,593,0
"2013-08-02 00:00:00",3906,919,554,0
"2013-08-03 00:00:00",4564,752,501,0
"2013-08-04 00:00:00",3889,1107,454,0
"2013-08-05 00:00:00",4229,1259,628,0
"2013-08-06 00:00:00",5280,1358,631,0
"2013-08-07 00:00:00",4479,1343,1122,0
"2013-08-08 00:00:00",4395,1539,929,0
"2013-08-09 00:00:00",3967,1473,668,0
"2013-08-10 00:00:00",3711,804,771,0
"2013-08-11 00:00:00",3746,861,595,0
"2013-08-12 00:00:00",4871,1667,649,0
"2013-08-13 00:00:00",7486,1314,662,0
"2013-08-14 00:00:00",5160,1202,928,0
"2013-08-15 00:00:00",4883,1241,567,0
"2013-08-16 00:00:00",4672,1061,653,0
"2013-08-17 00:00:00",3478,747,511,0
"2013-08-18 00:00:00",4248,1028,529,0
"2013-08-19 00:00:00",4784,1320,825,0
"2013-08-20 00:00:00",5864,1298,656,0
"2013-08-21 00:00:00",4708,1383,1139,0
"2013-08-22 00:00:00",4934,1280,2463,0
"2013-08-23 00:00:00",3989,1178,1577,0
"2013-08-24 00:00:00",3698,770,996,0
"2013-08-25 00:00:00",3774,1362,1117,0
"2013-08-26 00:00:00",5427,1301,895,0
"2013-08-27 00:00:00",4536,1236,779,0
"2013-08-28 00:00:00",4554,1252,748,0
"2013-08-29 00:00:00",5141,1315,756,0
"2013-08-30 00:00:00",5376,1151,616,0
"2013-08-31 00:00:00",3975,824,494,0
"2013-09-01 00:00:00",3611,945,435,0
"2013-09-02 00:00:00",4334,1359,657,0
"2013-09-03 00:00:00",4202,1276,565,0
"2013-09-04 00:00:00",4439,1351,653,0
"2013-09-05 00:00:00",4251,1187,579,0
"2013-09-06 00:00:00",5042,1124,642,0
"2013-09-07 00:00:00",3602,764,495,0
"2013-09-08 00:00:00",5531,941,553,0
"2013-09-09 00:00:00",5368,2041,705,0
"2013-09-10 00:00:00",4676,2128,746,0
"2013-09-11 00:00:00",4285,1584,674,0
"2013-09-12 00:00:00",4704,1360,722,0
"2013-09-13 00:00:00",4348,1049,613,0
"2013-09-14 00:00:00",3518,942,604,0
"2013-09-15 00:00:00",3945,1184,508,0
"2013-09-16 00:00:00",4749,2444,739,0
"2013-09-17 00:00:00",5481,1884,798,0
"2013-09-18 00:00:00",5647,1580,861,0
"2013-09-19 00:00:00",4853,1714,875,0
"2013-09-20 00:00:00",4522,1409,762,0
"2013-09-21 00:00:00",3849,843,532,0
"2013-09-22 00:00:00",3782,846,488,0
"2013-09-23 00:00:00",4493,1384,666,0
"2013-09-24 00:00:00",4384,1471,669,0
"2013-09-25 00:00:00",4701,1305,686,0
"2013-09-26 00:00:00",4783,1490,729,0
"2013-09-27 00:00:00",4122,1192,613,0
"2013-09-28 00:00:00",4502,919,568,0
"2013-09-29 00:00:00",5038,1004,615,0
"2013-09-30 00:00:00",5084,1547,830,0
"2013-10-01 00:00:00",5293,1345,795,0
"2013-10-02 00:00:00",5188,1167,790,0
"2013-10-03 00:00:00",4619,922,845,0
"2013-10-04 00:00:00",4584,1018,735,0
"2013-10-05 00:00:00",3961,833,780,0
"2013-10-06 00:00:00",6899,978,773,0
"2013-10-07 00:00:00",5289,1431,1024,0
"2013-10-08 00:00:00",5129,1513,1018,0
"2013-10-09 00:00:00",7901,1405,945,0
"2013-10-10 00:00:00",5993,1339,873,0
"2013-10-11 00:00:00",5072,1316,814,0
"2013-10-12 00:00:00",3750,1036,736,0
"2013-10-13 00:00:00",3709,1084,898,0
"2013-10-14 00:00:00",4803,1594,987,0
"2013-10-15 00:00:00",4078,1355,923,0
"2013-10-16 00:00:00",4468,1314,853,0
"2013-10-17 00:00:00",4866,1576,1136,0
"2013-10-18 00:00:00",4303,1134,880,0
"2013-10-19 00:00:00",3825,882,726,0
"2013-10-20 00:00:00",3826,1044,801,0
"2013-10-21 00:00:00",4682,1357,973,0
"2013-10-22 00:00:00",5228,1461,941,0
"2013-10-23 00:00:00",5021,1395,1054,0
"2013-10-24 00:00:00",4444,1363,996,0
"2013-10-25 00:00:00",3802,2638,868,0
"2013-10-26 00:00:00",3023,1005,710,0
"2013-10-27 00:00:00",4303,1136,716,0
"2013-10-28 00:00:00",4529,1391,983,0
"2013-10-29 00:00:00",4880,1300,1013,0
"2013-10-30 00:00:00",6204,1362,964,0
"2013-10-31 00:00:00",8188,1317,897,0
"2013-11-01 00:00:00",5954,1156,869,0
"2013-11-02 00:00:00",4940,988,1017,0
"2013-11-03 00:00:00",4743,1139,889,0
"2013-11-04 00:00:00",4767,2154,1060,0
"2013-11-05 00:00:00",4719,1565,1201,0
"2013-11-06 00:00:00",5244,1339,1016,0
"2013-11-07 00:00:00",4746,1556,972,0
"2013-11-08 00:00:00",4124,1445,928,0
"2013-11-09 00:00:00",3857,1296,895,0
"2013-11-10 00:00:00",4761,1311,939,0
"2013-11-11 00:00:00",5276,1536,1212,0
"2013-11-12 00:00:00",5377,1465,1011,0
"2013-11-13 00:00:00",5440,1918,1071,0
"2013-11-14 00:00:00",6103,1510,1068,0
"2013-11-15 00:00:00",5207,1367,1006,0
"2013-11-16 00:00:00",5989,1102,942,0
"2013-11-17 00:00:00",5316,1274,983,0
"2013-11-18 00:00:00",5956,1616,1152,0
"2013-11-19 00:00:00",5989,1453,1864,0
"2013-11-20 00:00:00",6220,1538,1348,0
"2013-11-21 00:00:00",5022,1574,1108,0
"2013-11-22 00:00:00",5401,1367,907,0
"2013-11-23 00:00:00",3637,807,955,0
"2013-11-24 00:00:00",4489,989,847,0
"2013-11-25 00:00:00",4466,1245,1714,0
"2013-11-26 00:00:00",4566,1245,1409,0
"2013-11-27 00:00:00",7114,1334,1003,0
"2013-11-28 00:00:00",3528,1264,908,0
"2013-11-29 00:00:00",3969,1223,796,0
"2013-11-30 00:00:00",3245,836,723,0
"2013-12-01 00:00:00",4350,881,841,0
"2013-12-02 00:00:00",5144,1295,841,0
"2013-12-03 00:00:00",5658,1274,922,0
"2013-12-04 00:00:00",5018,1294,1031,0
"2013-12-05 00:00:00",4641,1246,1097,0
"2013-12-06 00:00:00",4863,1020,980,0
"2013-12-07 00:00:00",5026,1105,1063,0
"2013-12-08 00:00:00",4273,987,949,0
"2013-12-09 00:00:00",5241,1312,1104,0
"2013-12-10 00:00:00",5059,1283,962,0
"2013-12-11 00:00:00",4819,1241,908,0
"2013-12-12 00:00:00",4136,1202,725,0
"2013-12-13 00:00:00",3988,1110,812,0
"2013-12-14 00:00:00",3100,847,611,0
"2013-12-15 00:00:00",3709,1104,655,0
"2013-12-16 00:00:00",4292,1302,748,0
"2013-12-17 00:00:00",4433,1309,653,0
"2013-12-18 00:00:00",4147,1210,753,0
"2013-12-19 00:00:00",3664,1353,609,0
"2013-12-20 00:00:00",3349,1028,453,0
"2013-12-21 00:00:00",2738,760,314,0
"2013-12-22 00:00:00",3209,1077,377,0
"2013-12-23 00:00:00",3180,971,617,0
"2013-12-24 00:00:00",2588,715,454,0
"2013-12-25 00:00:00",2434,793,432,0
"2013-12-26 00:00:00",3347,886,659,0
"2013-12-27 00:00:00",3418,1057,568,0
"2013-12-28 00:00:00",3299,945,518,0
"2013-12-29 00:00:00",3642,941,533,0
"2013-12-30 00:00:00",4165,1223,759,0
"2013-12-31 00:00:00",6747,768,464,0
"2014-01-01 00:00:00",3866,1187,555,0
"2014-01-02 00:00:00",4756,1592,745,0
"2014-01-03 00:00:00",3925,1467,643,0
"2014-01-04 00:00:00",3882,1144,681,0
"2014-01-05 00:00:00",4325,133,116,0
"2014-01-06 00:00:00",1766,689,403,0
"2014-01-07 00:00:00",5086,1663,909,0
"2014-01-08 00:00:00",4778,1987,893,0
"2014-01-09 00:00:00",5804,2058,1019,0
"2014-01-10 00:00:00",4857,1666,869,0
"2014-01-11 00:00:00",4199,1264,693,0
"2014-01-12 00:00:00",5467,2462,800,0
"2014-01-13 00:00:00",5791,1856,1111,0
"2014-01-14 00:00:00",5338,2086,947,0
"2014-01-15 00:00:00",5455,5991,895,0
"2014-01-16 00:00:00",5217,2461,990,0
"2014-01-17 00:00:00",4506,2075,884,0
"2014-01-18 00:00:00",3439,1515,888,0
"2014-01-19 00:00:00",3781,1526,860,0
"2014-01-20 00:00:00",4354,2064,990,0
"2014-01-21 00:00:00",5274,1941,955,0
"2014-01-22 00:00:00",4596,1669,1512,0
"2014-01-23 00:00:00",4649,1685,1771,0
"2014-01-24 00:00:00",4447,1387,1362,0
"2014-01-25 00:00:00",4471,1174,864,0
